,_id,active,createdDate,lastLogin,role,signUpSource,state
225,{'$oid': '6008893b633aab121bb8e0a9'},True,{'$date': 1611172155040},{'$date': 1611172233205},consumer,Email,WI
226,{'$oid': '6008893b633aab121bb8e0a9'},True,{'$date': 1611172155040},{'$date': 1611172233205},consumer,Email,WI
227,{'$oid': '60083a1e325c8a17946255de'},True,{'$date': 1611151902022},{'$date': 1611152104611},consumer,Email,WI
228,{'$oid': '6008896c633aab121bb8e11d'},True,{'$date': 1611172204439},,consumer,Email,WI
229,{'$oid': '60086a09b6310511daa4e1e9'},True,{'$date': 1611164169747},{'$date': 1611164170045},consumer,Email,WI
230,{'$oid': '60088d55633aab121bb8e41a'},True,{'$date': 1611173205740},{'$date': 1611173274542},consumer,Email,WI
231,{'$oid': '60088e5d633aab121bb8e5cf'},True,{'$date': 1611173469989},{'$date': 1611173470035},consumer,Email,WI
232,{'$oid': '60085b3dbe5fc90ee6a67b11'},True,{'$date': 1611160381152},{'$date': 1611160614993},consumer,Email,WI
233,{'$oid': '60088e44b6310511daa4ef80'},True,{'$date': 1611173444695},{'$date': 1611173515932},consumer,Email,WI
234,{'$oid': '6008893b633aab121bb8e0a9'},True,{'$date': 1611172155040},{'$date': 1611172233205},consumer,Email,WI
235,{'$oid': '6008893b633aab121bb8e0a9'},True,{'$date': 1611172155040},{'$date': 1611172233205},consumer,Email,WI
236,{'$oid': '60088d84633aab121bb8e4a6'},True,{'$date': 1611173252034},{'$date': 1611173252079},consumer,Email,WI
237,{'$oid': '6008873eb6310511daa4e8eb'},True,{'$date': 1611171646148},{'$date': 1611171778793},consumer,Email,WI
238,{'$oid': '60086978633aab121bb8c895'},True,{'$date': 1611164024062},{'$date': 1611164251189},consumer,Email,WI
239,{'$oid': '60088a25b6310511daa4ec42'},True,{'$date': 1611172389274},{'$date': 1611172462851},consumer,Email,WI
240,{'$oid': '6008622ebe5fc9247bab4eb9'},False,{'$date': 1611162158662},{'$date': 1611162158931},consumer,Email,WI
241,{'$oid': '6008893b633aab121bb8e0a9'},True,{'$date': 1611172155040},{'$date': 1611172233205},consumer,Email,WI
242,{'$oid': '6008897ab6310511daa4ebdc'},True,{'$date': 1611172218469},{'$date': 1611172218526},consumer,Email,WI
243,{'$oid': '60088a46b6310511daa4ec97'},True,{'$date': 1611172422902},{'$date': 1611172422948},consumer,Email,WI
244,{'$oid': '600987d77d983a11f63cfa92'},True,{'$date': 1611237335327},{'$date': 1611237561063},consumer,Email,WI
245,{'$oid': '600987d77d983a11f63cfa92'},True,{'$date': 1611237335327},{'$date': 1611237561063},consumer,Email,WI
246,{'$oid': '600987d77d983a11f63cfa92'},True,{'$date': 1611237335327},{'$date': 1611237561063},consumer,Email,WI
247,{'$oid': '6008f02fb6310511daa4f314'},True,{'$date': 1611198511692},,consumer,Email,IL
248,{'$oid': '600988557d983a11f63d08ef'},True,{'$date': 1611237461269},{'$date': 1611237461485},consumer,Email,WI
249,{'$oid': '6009885c50b33111fd61eee9'},True,{'$date': 1611237468490},{'$date': 1611237468698},consumer,Email,WI
250,{'$oid': '600987d77d983a11f63cfa92'},True,{'$date': 1611237335327},{'$date': 1611237561063},consumer,Email,WI
251,{'$oid': '6009e60450b3311194385009'},True,{'$date': 1611261445244},,consumer,Email,WI
252,{'$oid': '6009e60450b3311194385009'},True,{'$date': 1611261445244},,consumer,Email,WI
253,{'$oid': '6008d447b6310511daa4f281'},True,{'$date': 1611191367425},,consumer,Email,WI
254,{'$oid': '6009e60450b3311194385009'},True,{'$date': 1611261445244},,consumer,Email,WI
255,{'$oid': '600987d77d983a11f63cfa92'},True,{'$date': 1611237335327},{'$date': 1611237561063},consumer,Email,WI
256,{'$oid': '60099c1450b33111fd61f702'},True,{'$date': 1611242516507},,consumer,Email,WI
257,{'$oid': '600987d77d983a11f63cfa92'},True,{'$date': 1611237335327},{'$date': 1611237561063},consumer,Email,WI
258,{'$oid': '6008e9cdb6310511daa4f2e4'},True,{'$date': 1611196877264},,consumer,Email,IL
259,{'$oid': '600987d77d983a11f63cfa92'},True,{'$date': 1611237335327},{'$date': 1611237561063},consumer,Email,WI
260,{'$oid': '600a03e17d983a124e9adb0f'},True,{'$date': 1611269089842},,consumer,Email,WI
261,{'$oid': '600987d77d983a11f63cfa92'},True,{'$date': 1611237335327},{'$date': 1611237561063},consumer,Email,WI
262,{'$oid': '600987d77d983a11f63cfa92'},True,{'$date': 1611237335327},{'$date': 1611237561063},consumer,Email,WI
263,{'$oid': '600992d17d983a11f63d11ad'},True,{'$date': 1611240145107},,consumer,Email,WI
264,{'$oid': '600b477e7d983a124e9ae061'},True,{'$date': 1611351934904},,consumer,Email,WI
265,{'$oid': '600f008f4329897eac237bd8'},True,{'$date': 1611595919409},{'$date': 1611596151918},consumer,Email,WI
266,{'$oid': '600f008f4329897eac237bd8'},True,{'$date': 1611595919409},{'$date': 1611596151918},consumer,Email,WI
267,{'$oid': '600f008f4329897eac237bd8'},True,{'$date': 1611595919409},{'$date': 1611596151918},consumer,Email,WI
268,{'$oid': '600ed4815edb7811cde6b50b'},True,{'$date': 1611584641806},{'$date': 1611584642036},consumer,Email,WI
269,{'$oid': '600f008f4329897eac237bd8'},True,{'$date': 1611595919409},{'$date': 1611596151918},consumer,Email,WI
270,{'$oid': '600f41b2bd196811e68ea219'},True,{'$date': 1611612595031},{'$date': 1611612989531},consumer,Email,WI
271,{'$oid': '600f20c15edb787dce060911'},True,{'$date': 1611604161843},,consumer,Email,WI
272,{'$oid': '600f47f06fd0dc1768a34a12'},True,{'$date': 1611614192551},{'$date': 1611614413981},consumer,Email,WI
273,{'$oid': '600ed42e43298911ce45d1fa'},True,{'$date': 1611584559286},{'$date': 1611584964970},consumer,Email,WI
274,{'$oid': '600ed42e43298911ce45d1fa'},True,{'$date': 1611584559286},{'$date': 1611584964970},consumer,Email,WI
275,{'$oid': '600f41b2bd196811e68ea219'},True,{'$date': 1611612595031},{'$date': 1611612989531},consumer,Email,WI
276,{'$oid': '600ed42e43298911ce45d1fa'},True,{'$date': 1611584559286},{'$date': 1611584964970},consumer,Email,WI
277,{'$oid': '600f008f4329897eac237bd8'},True,{'$date': 1611595919409},{'$date': 1611596151918},consumer,Email,WI
278,{'$oid': '600f008f4329897eac237bd8'},True,{'$date': 1611595919409},{'$date': 1611596151918},consumer,Email,WI
279,{'$oid': '600eea525edb7811cde6c81c'},True,{'$date': 1611590227029},,consumer,Email,WI
280,{'$oid': '600f008f4329897eac237bd8'},True,{'$date': 1611595919409},{'$date': 1611596151918},consumer,Email,WI
281,{'$oid': '600ed48a5edb7811cde6b549'},True,{'$date': 1611584650969},{'$date': 1611584651193},consumer,Email,WI
282,{'$oid': '600f47f06fd0dc1768a34a12'},True,{'$date': 1611614192551},{'$date': 1611614413981},consumer,Email,WI
283,{'$oid': '600f47f06fd0dc1768a34a12'},True,{'$date': 1611614192551},{'$date': 1611614413981},consumer,Email,WI
284,{'$oid': '600ed42e43298911ce45d1fa'},True,{'$date': 1611584559286},{'$date': 1611584964970},consumer,Email,WI
285,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
286,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
287,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
288,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
289,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
290,{'$oid': '600fb1ec73c60b1204902af4'},True,{'$date': 1611641324058},{'$date': 1611641324267},consumer,Email,WI
291,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
292,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
293,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
294,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
295,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
296,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
297,{'$oid': '600fb1e4a4b74c120bd18777'},True,{'$date': 1611641316799},{'$date': 1611641317094},consumer,Email,WI
298,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
299,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
300,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
301,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
302,{'$oid': '600fb1ac73c60b12049027bb'},True,{'$date': 1611641260879},{'$date': 1611641483950},consumer,Email,WI
303,{'$oid': '6011f33173c60b1804ce1102'},True,{'$date': 1611789105991},{'$date': 1611789106040},consumer,Email,WI
304,{'$oid': '6011f43ba4b74c18d3a8ca01'},True,{'$date': 1611789371933},{'$date': 1611789372023},consumer,Email,WI
305,{'$oid': '6011f31ea4b74c18d3a8c476'},True,{'$date': 1611789086702},{'$date': 1611789371198},consumer,Email,WI
306,{'$oid': '6011f31ea4b74c18d3a8c476'},True,{'$date': 1611789086702},{'$date': 1611789371198},consumer,Email,WI
307,{'$oid': '6011f31ea4b74c18d3a8c476'},True,{'$date': 1611789086702},{'$date': 1611789371198},consumer,Email,WI
308,{'$oid': '6011f42773c60b1804ce1607'},True,{'$date': 1611789351961},{'$date': 1611789352006},consumer,Email,WI
309,{'$oid': '60118bcfa4b74c18d3a8c0d7'},True,{'$date': 1611762639664},{'$date': 1611762761503},consumer,Email,WI
310,{'$oid': '6010be65a4b74c120bd19edc'},True,{'$date': 1611710053600},{'$date': 1611710053644},consumer,Email,WI
311,{'$oid': '6010bddaa4b74c120bd19dfb'},True,{'$date': 1611709914997},{'$date': 1611710065032},consumer,Email,WI
312,{'$oid': '60118c0fa4b74c18d3a8c151'},True,{'$date': 1611762703511},{'$date': 1611762703566},consumer,Email,WI
313,{'$oid': '6011f33173c60b1804ce1102'},True,{'$date': 1611789105991},{'$date': 1611789106040},consumer,Email,WI
314,{'$oid': '6010bddaa4b74c120bd19dfb'},True,{'$date': 1611709914997},{'$date': 1611710065032},consumer,Email,WI
315,{'$oid': '6011f33173c60b1804ce1102'},True,{'$date': 1611789105991},{'$date': 1611789106040},consumer,Email,WI
316,{'$oid': '60118bcfa4b74c18d3a8c0d7'},True,{'$date': 1611762639664},{'$date': 1611762761503},consumer,Email,WI
317,{'$oid': '6010bddaa4b74c120bd19dfb'},True,{'$date': 1611709914997},{'$date': 1611710065032},consumer,Email,WI
318,{'$oid': '60118bcfa4b74c18d3a8c0d7'},True,{'$date': 1611762639664},{'$date': 1611762761503},consumer,Email,WI
319,{'$oid': '6011f31ea4b74c18d3a8c476'},True,{'$date': 1611789086702},{'$date': 1611789371198},consumer,Email,WI
320,{'$oid': '6010be6673c60b12049040ef'},True,{'$date': 1611710054981},{'$date': 1611710055028},consumer,Email,WI
321,{'$oid': '6011f33173c60b1804ce1102'},True,{'$date': 1611789105991},{'$date': 1611789106040},consumer,Email,WI
322,{'$oid': '6010be6173c60b12049040d7'},True,{'$date': 1611710049100},{'$date': 1611710049163},consumer,Email,WI
323,{'$oid': '60132acb73c60b3ca7f3ba32'},True,{'$date': 1611868875898},{'$date': 1611869101904},consumer,Email,WI
324,{'$oid': '60132acb73c60b3ca7f3ba32'},True,{'$date': 1611868875898},{'$date': 1611869101904},consumer,Email,WI
325,{'$oid': '600f00d05edb787dce05fb84'},True,{'$date': 1611595984549},,consumer,Email,WI
326,{'$oid': '60132acb73c60b3ca7f3ba32'},True,{'$date': 1611868875898},{'$date': 1611869101904},consumer,Email,WI
327,{'$oid': '600f00d05edb787dce05fb84'},True,{'$date': 1611595984549},,consumer,Email,WI
328,{'$oid': '60132b85a4b74c3cbc516295'},True,{'$date': 1611869061761},{'$date': 1611869061913},consumer,Email,WI
329,{'$oid': '60132b8b73c60b3ca7f3baee'},True,{'$date': 1611869067222},{'$date': 1611869067387},consumer,Email,WI
330,{'$oid': '600f19914329897eac238fef'},True,{'$date': 1611602321390},,consumer,Email,WI
331,{'$oid': '6014558767804a1228b20d00'},True,{'$date': 1611945351391},{'$date': 1611945351434},consumer,Email,WI
332,{'$oid': '601465c567804a1228b20f89'},True,{'$date': 1611949509523},{'$date': 1611949509567},consumer,Email,WI
333,{'$oid': '60145a3c84231211ce796c5d'},True,{'$date': 1611946556507},{'$date': 1611946716699},consumer,Email,WI
334,{'$oid': '6014499c67804a1228b1f5b0'},True,{'$date': 1611942300842},{'$date': 1611943201464},consumer,Email,WI
335,{'$oid': '600f35015edb782098e2ac1b'},True,{'$date': 1611609346246},,consumer,Email,WI
336,{'$oid': '60147001c8b50e11d8453c36'},True,{'$date': 1611952129403},{'$date': 1611952129622},consumer,Email,WI
337,{'$oid': '60145a5584231211ce796cac'},True,{'$date': 1611946581484},{'$date': 1611946581542},consumer,Email,WI
338,{'$oid': '6014558767804a1228b20d00'},True,{'$date': 1611945351391},{'$date': 1611945351434},consumer,Email,WI
339,{'$oid': '6014319173c60b3ca7f3bf01'},True,{'$date': 1611936145330},{'$date': 1611936328918},consumer,Email,WI
340,{'$oid': '6014558467804a1228b20cf0'},True,{'$date': 1611945348060},{'$date': 1611945348133},consumer,Email,WI
341,{'$oid': '6014485b84231211ce793d79'},True,{'$date': 1611941979324},{'$date': 1611942191937},consumer,Email,WI
342,{'$oid': '601431c173c60b3ca7f3bf63'},True,{'$date': 1611936193318},{'$date': 1611936193362},consumer,Email,WI
343,{'$oid': '601465a884231211ce796db3'},True,{'$date': 1611949480680},{'$date': 1611949480758},consumer,Email,WI
344,{'$oid': '60145ff384231211ce796d51'},True,{'$date': 1611948019722},,consumer,Email,
345,{'$oid': '60146f2ac8b50e11d8452661'},True,{'$date': 1611951914221},{'$date': 1611952148512},consumer,Email,WI
346,{'$oid': '60145a3c84231211ce796c5d'},True,{'$date': 1611946556507},{'$date': 1611946716699},consumer,Email,WI
347,{'$oid': '6014658e67804a1228b20ef4'},True,{'$date': 1611949454197},{'$date': 1611949567347},consumer,Email,WI
348,{'$oid': '601442ce67804a1228b1dc41'},True,{'$date': 1611940558195},{'$date': 1611940734023},consumer,Email,WI
349,{'$oid': '601465a584231211ce796da5'},True,{'$date': 1611949477376},{'$date': 1611949477437},consumer,Email,WI
350,{'$oid': '60145ff384231211ce796d51'},True,{'$date': 1611948019722},,consumer,Email,
351,{'$oid': '60147d2ac8b50e11d8453f53'},True,{'$date': 1611955498184},,consumer,Email,OH
352,{'$oid': '60147d2ac8b50e11d8453f53'},True,{'$date': 1611955498184},,consumer,Email,OH
353,{'$oid': '601890a99a1b091205b61ced'},True,{'$date': 1612222633079},{'$date': 1612222633126},consumer,Email,WI
354,{'$oid': '60183090c8b50e11d84549c0'},True,{'$date': 1612198032843},{'$date': 1612198112031},consumer,Email,WI
355,{'$oid': '60183090c8b50e11d84549c0'},True,{'$date': 1612198032843},{'$date': 1612198112031},consumer,Email,WI
356,{'$oid': '60147d2ac8b50e11d8453f53'},True,{'$date': 1611955498184},,consumer,Email,OH
357,{'$oid': '60182f4ac8b50e11d8454946'},True,{'$date': 1612197706573},{'$date': 1612197706615},consumer,Email,WI
358,{'$oid': '60182d6dc8b50e11d84547b2'},True,{'$date': 1612197229873},{'$date': 1612197361759},consumer,Email,WI
359,{'$oid': '60147d2ac8b50e11d8453f53'},True,{'$date': 1611955498184},,consumer,Email,OH
360,{'$oid': '60183c579a1b091205b61a5f'},True,{'$date': 1612201047795},{'$date': 1612201167811},consumer,Email,WI
361,{'$oid': '60147d2ac8b50e11d8453f53'},True,{'$date': 1611955498184},,consumer,Email,OH
362,{'$oid': '60189c94c8b50e11d8454f6b'},True,{'$date': 1612225684020},{'$date': 1612225684073},consumer,Email,WI
363,{'$oid': '60189c74c8b50e11d8454eff'},True,{'$date': 1612225652642},{'$date': 1612225749977},consumer,Email,WI
364,{'$oid': '60189c74c8b50e11d8454eff'},True,{'$date': 1612225652642},{'$date': 1612225749977},consumer,Email,WI
365,{'$oid': '60189c94c8b50e11d8454f6b'},True,{'$date': 1612225684020},{'$date': 1612225684073},consumer,Email,WI
366,{'$oid': '60189c74c8b50e11d8454eff'},True,{'$date': 1612225652642},{'$date': 1612225749977},consumer,Email,WI
367,{'$oid': '60189c74c8b50e11d8454eff'},True,{'$date': 1612225652642},{'$date': 1612225749977},consumer,Email,WI
368,{'$oid': '60189c88c8b50e11d8454f2f'},True,{'$date': 1612225672817},{'$date': 1612225672868},consumer,Email,WI
369,{'$oid': '60189c74c8b50e11d8454eff'},True,{'$date': 1612225652642},{'$date': 1612225749977},consumer,Email,WI
370,{'$oid': '60189c859a1b091205b61de1'},True,{'$date': 1612225669145},{'$date': 1612225669193},consumer,Email,WI
371,{'$oid': '60189c74c8b50e11d8454eff'},True,{'$date': 1612225652642},{'$date': 1612225749977},consumer,Email,WI
372,{'$oid': '60189c74c8b50e11d8454eff'},True,{'$date': 1612225652642},{'$date': 1612225749977},consumer,Email,WI
373,{'$oid': '60189c94c8b50e11d8454f6b'},True,{'$date': 1612225684020},{'$date': 1612225684073},consumer,Email,WI
374,{'$oid': '60189c94c8b50e11d8454f6b'},True,{'$date': 1612225684020},{'$date': 1612225684073},consumer,Email,WI
375,{'$oid': '60186237c8b50e11d8454d5f'},True,{'$date': 1612210743551},,consumer,Email,
376,{'$oid': '60186237c8b50e11d8454d5f'},True,{'$date': 1612210743551},,consumer,Email,
377,{'$oid': '601ac1da591789121574dc07'},True,{'$date': 1612366298705},{'$date': 1612366298909},consumer,Email,WI
378,{'$oid': '60186237c8b50e11d8454d5f'},True,{'$date': 1612210743551},,consumer,Email,
379,{'$oid': '60183e6c9a1b091205b61b49'},True,{'$date': 1612201580468},,consumer,Email,SC
380,{'$oid': '601ac195af4b1a1205f7560f'},True,{'$date': 1612366229397},{'$date': 1612366451043},consumer,Email,WI
381,{'$oid': '60186237c8b50e11d8454d5f'},True,{'$date': 1612210743551},,consumer,Email,
382,{'$oid': '60186237c8b50e11d8454d5f'},True,{'$date': 1612210743551},,consumer,Email,
383,{'$oid': '601c6887969c0b11f7d0c81f'},True,{'$date': 1612474503045},{'$date': 1612474590188},consumer,Email,WI
384,{'$oid': '601c68d229c30a1227ada484'},True,{'$date': 1612474578530},{'$date': 1612474578572},consumer,Email,WI
385,{'$oid': '601c2c05969c0b11f7d0b097'},True,{'$date': 1612459013700},{'$date': 1612459230228},consumer,Email,WI
386,{'$oid': '601c2c6a29c30a1227ad93bd'},True,{'$date': 1612459114447},{'$date': 1612459114650},consumer,Email,WI
387,{'$oid': '601c2c05969c0b11f7d0b097'},True,{'$date': 1612459013700},{'$date': 1612459230228},consumer,Email,WI
388,{'$oid': '55308179e4b0eabd8f99caa2'},True,{'$date': 1429242233186},{'$date': 1525713820003},consumer,,WI
389,{'$oid': '60217fa799409b11fcf899fe'},True,{'$date': 1612808103714},,consumer,Email,WI
390,{'$oid': '602176c9b57b8a12187fe77e'},True,{'$date': 1612805833950},{'$date': 1612805833989},consumer,Email,WI
391,{'$oid': '602176a3b57b8a12187fe717'},True,{'$date': 1612805795109},{'$date': 1612805795150},consumer,Email,WI
392,{'$oid': '6022998599409b11fcf89c53'},True,{'$date': 1612880261257},{'$date': 1612880338835},consumer,Email,WI
393,{'$oid': '60229990b57b8a12187fe9e0'},True,{'$date': 1612880272581},{'$date': 1612880272626},consumer,Email,WI
394,{'$oid': '60229990b57b8a12187fe9e0'},True,{'$date': 1612880272581},{'$date': 1612880272626},consumer,Email,WI
395,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
396,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
397,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
398,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
399,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
400,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
401,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
402,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
403,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
404,{'$oid': '6024399defa60112282c0ac9'},True,{'$date': 1612986781857},{'$date': 1612986782079},consumer,Email,WI
405,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
406,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
407,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
408,{'$oid': '5f2068904928021530f8fc34'},True,{'$date': 1595959440905},{'$date': 1612452605375},fetch-staff,Email,WI
409,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
410,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
411,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
412,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
413,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
414,{'$oid': '59c124bae4b0299e55b0f330'},True,{'$date': 1505830074302},{'$date': 1612802578117},fetch-staff,,WI
415,{'$oid': '602558b1efa60114d20e5dc7'},True,{'$date': 1613060273738},{'$date': 1613060273798},consumer,Email,WI
416,{'$oid': '602538adb54593795bf692ac'},True,{'$date': 1613052077332},{'$date': 1613052077388},consumer,Email,WI
417,{'$oid': '60255883efa60114d20e5d4e'},True,{'$date': 1613060227502},{'$date': 1613060309219},consumer,Email,WI
418,{'$oid': '602558adb5459313e1e9b7ce'},True,{'$date': 1613060269831},{'$date': 1613060269893},consumer,Email,WI
419,{'$oid': '6025388fb54593795bf69234'},True,{'$date': 1613052047269},{'$date': 1613052047332},consumer,Email,WI
420,{'$oid': '5fb0a078be5fc9775c1f3945'},True,{'$date': 1605410936818},,consumer,Google,AL
421,{'$oid': '60268c7aefa6011bb1510786'},True,{'$date': 1613139066240},{'$date': 1613139066294},consumer,Email,WI
422,{'$oid': '5a43c08fe4b014fd6b6a0612'},True,{'$date': 1514389647059},{'$date': 1613146957155},consumer,,
423,{'$oid': '5a43c08fe4b014fd6b6a0612'},True,{'$date': 1514389647059},{'$date': 1613146957155},consumer,,
424,{'$oid': '5a43c08fe4b014fd6b6a0612'},True,{'$date': 1514389647059},{'$date': 1613146957155},consumer,,
425,{'$oid': '5a43c08fe4b014fd6b6a0612'},True,{'$date': 1514389647059},{'$date': 1613146957155},consumer,,
426,{'$oid': '5a43c08fe4b014fd6b6a0612'},True,{'$date': 1514389647059},{'$date': 1613146957155},consumer,,
427,{'$oid': '60268c69efa6011bb151075f'},True,{'$date': 1613139049408},{'$date': 1613139127107},consumer,Email,WI
428,{'$oid': '5a43c08fe4b014fd6b6a0612'},True,{'$date': 1514389647059},{'$date': 1613146957155},consumer,,
429,{'$oid': '5fb0a078be5fc9775c1f3945'},True,{'$date': 1605410936818},,consumer,Google,AL
430,{'$oid': '5a43c08fe4b014fd6b6a0612'},True,{'$date': 1514389647059},{'$date': 1613146957155},consumer,,
431,{'$oid': '5a43c08fe4b014fd6b6a0612'},True,{'$date': 1514389647059},{'$date': 1613146957155},consumer,,
432,{'$oid': '5fbc35711d967d1222cbfefc'},True,{'$date': 1606169969509},{'$date': 1614313551057},fetch-staff,Email,
433,{'$oid': '5fbc35711d967d1222cbfefc'},True,{'$date': 1606169969509},{'$date': 1614313551057},fetch-staff,Email,
434,{'$oid': '5fbc35711d967d1222cbfefc'},True,{'$date': 1606169969509},{'$date': 1614313551057},fetch-staff,Email,
435,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
436,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
437,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
438,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
439,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
440,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
441,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
442,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
443,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
444,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
445,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
446,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
447,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
448,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
449,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
450,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
451,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
452,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
453,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
454,{'$oid': '5fc961c3b8cfca11a077dd33'},True,{'$date': 1607033283936},{'$date': 1614379156799},fetch-staff,Email,NH
